business_id,date,review_id,stars,type,user_id,cool,useful,funny
wzP2yNpV5p04nh0injjymA,2010-05-26,ChBeixVZerfFkeO0McdlbA,4,review,rLtl8ZkDX5vH5nAx9C3q5Q,0,0,0
qjmCVYkwP-HDa35jwYucbQ,2013-01-03,kZ4TzrVX6qeF0OvrVTGVEw,5,review,fpItLlgimq0nRltWOkuJJw,0,0,0
wct7rZKyZqZftzmAU-vhWQ,2008-03-21,B5h25WK28rJjx4KHm4gr7g,4,review,RRTraCQw77EU4yZh0BBTag,2,4,1
vz2zQQSjy-NnnKLZzjjoxA,2011-03-30,Y_ERKao0J5WsRiCtlKSNSA,4,review,EP3cGJvYiuOwumerwADplg,1,1,1
i213sY5rhkfCO8cD-FPr1A,2012-07-12,hre97jjSwon4bn1muHKOJg,4,review,kpbhy1zPewGDmdNfNqQp-g,0,1,0
V1nEpIRmEa1768oj_tuxeQ,2011-05-09,dtpJXC5p_sdWDLSobluJ3Q,5,review,bCKjygWJZOQHCOzootbvow,0,2,0
vvA3fbps4F9nGlAEYKk_sA,2012-05-04,S9OVpXat8k5YwWCn6FAgXg,1,review,8AMn6644NmBf96xGO3w6OA,0,1,0
rxQ2PIjhAx6dgAqUalf99Q,2012-09-09,-v-shjbxoj7hpU62yn6vag,5,review,HLbhD2OyiMCUDRR4c1iXaw,0,0,0
qjmCVYkwP-HDa35jwYucbQ,2010-03-28,2VTwjhOX3UUvgOGbxe4xfA,4,review,3iuZFgxUFKLxOplkDrFmyg,0,0,0
3oLy0rlzRI_xiqfQHqC4_g,2011-03-27,Bk7F8IyBuOHVp6w3BAKVow,3,review,1guJDgUfTiDdbgKqBhsZFQ,1,3,1
o1GIYYZJjM6nM03fQs_uEQ,2011-11-30,ApKbwpYJdnhhgP4NbjQw2Q,1,review,iwUN95LIaEr75TZE_JC6bg,0,4,3
Pr9rQKypHgC_J1AfufxzIw,2008-12-28,vUuFuf4LYxfqbZH3lYxJfw,4,review,iFa0SLpNeLbx6aux65mNbQ,0,1,0
AGar9KVq_W7YcF76avbDTw,2012-10-16,gNm48xplqt42p-NvCkzUBg,4,review,370JyOQfFcPSB9_jk641gA,0,0,0
-kVXDEqGHOWKxQ3EhvFgVA,2011-01-02,5V9lfjjlY7tkXgkcDUWYyg,4,review,Ja8SAyDdf1aY-E7vVixJiw,0,0,0
qyNtVViurIcChc35mfYIEw,2008-07-09,1fRGR6XTTElRBZW_oDrpUA,4,review,N3L6SDymSRkYQtTiSDmXSg,1,1,0
umdxfhSlk67yGEi8-S-bEg,2011-11-09,2sG6LKzRz91l10stVHl8uQ,4,review,F0dO68TECqEJBhBJ4P0qVA,0,1,0
qsThMZ3lXWYLN4t08ScsNA,2009-03-13,fuY6Bf4EtW3UwrdLQJa9_Q,4,review,W_QXYA7A0IhMrvbckz7eVg,2,2,1
puy0PzIcCgR3KWJI7llBFQ,2012-06-30,UTWI0z7nV5zNJLWnOz9Z5A,4,review,PiDqfET_ZrDKJSLKe03O9A,0,0,0
e0vubCKi8KD8zC2C6FdbuQ,2012-04-12,7uzj6rJ71toRmdsXyo2suA,4,review,wv5-4IPtpVA8wdqXu-Onpw,0,1,0
faSdsW2s_SaVN0KTy-R2MQ,2009-06-13,HXU9dbOSlByXW-dB8LmJgA,4,review,7cR92zkDv4W3kqzii6axvg,1,1,1
qB-qsaSnhbHCt18_AN4Quw,2011-12-21,1FvrC35rTJ6BWFvRog7tuA,3,review,66PQJEHC0tCWGMI4V9KT-Q,0,0,0
aRkYtXfmEKYG-eTDf_qUsw,2009-04-04,Ckk1Cne1GHwzmJfo7M4r2w,5,review,IUWjTmXc3wLVaMHz33inaA,2,1,1
JuBygU4XDjqSeW9okyvbsQ,2010-09-25,bu9S6tFKuTrMcNxQaQYMQA,3,review,1MyXsAhZK35A6EAr4reLCA,0,1,1
jRfdz5voj40P6WS9L54caw,2012-01-03,V75NCU3EhqTDwPj5In94DQ,4,review,r-t7IiTSD0QZdt8lOUCqeQ,0,1,0
7SO_rX1F6rQEl-5s3wZxgQ,2011-10-03,GxaYFCprt-wyqO--vB4PHQ,4,review,J3I2NClEbD1Xr8lOdjxlqQ,1,2,1
EC9WB-iVjd28B6R6KIZ8TA,2010-08-04,RZZ9Tf5GWYwrcjg-ACiKmQ,4,review,jdoGEEy5s-5L1O_lNzEi2g,1,0,1
zp713qNhx8d9KCJJnrw1xA,2010-02-01,Bmt1QRDT0GfyXkhOvj_BfQ,5,review,aqqbh1NZoFk48kp0eqSLdg,3,2,1
pWPzxPPXN4IqI7RUU_8KKw,2007-10-29,V4hBluqV-xbgzk7Y6y9kzw,4,review,ynGxw3zZqAjahVou563zXQ,1,2,0
LDJhwZN14AZOJyHjg2lkRw,2011-12-13,hHwQaL3QN2xgTBSCQ26wIA,4,review,Mb0psF4WQF7gZSuZafVr-g,0,0,0
K8pM6qQdYu5h6buRE1-_sw,2009-08-06,GOconNmWgg6cJbgwSwrozw,5,review,yy1SbjeyWiAhWfSr5d0new,2,3,3
FCcFT610nQBVcRdY-devQA,2012-01-14,6jRs2P6zTYMn36fVnCu1Zw,4,review,40aklZ2SQPKnlTPZdvAqww,0,1,0
tA2DT7CGQPzgA6tTcTkXDw,2009-09-02,VyX6x7wnThr9g9Z6VBDIgA,2,review,UL9chyH0a4Pj8J_9M6WSpA,1,2,2
o5x6DF0KK1OBsiUOx2gavg,2010-02-04,IRGqHYbK5AOEv5MNYMz7cQ,4,review,xw77viWz_BbmyntxoBVH4A,0,0,0
AaKlegu7gmOCD4rEESF76Q,2010-04-24,9CXNIZTV9uStuNbvvFS8uw,4,review,uA18GuF_ezOH6tXkrrykbw,0,0,0
E6DnUFy3GoN4DxTqturtug,2010-09-28,nzSOTOZiAb1ITqbRgWKnnQ,5,review,U3uT-Phb8iL2iuZpAROZlg,0,0,0
znBnrQNq1FdUt5aIGAbyuQ,2012-06-08,9BJJwIciVG-JPlXetInbXw,4,review,wJzMpk54FF2jeENqMBJ24Q,0,2,0
l4vBbCL9QbGiwLuLKwD_bA,2011-11-22,DJVxOfj2Rw9zklC9tU3i1w,1,review,EPROVap0M19Y6_4uf3eCmQ,0,0,0
YeDYa6tYL16CyqYvUVOtLw,2008-01-28,J2Ig5cV9fJU-KGewdzQXOA,3,review,gTCM7qlVrwdml-hFB6aJqQ,0,2,1
P5uC-zfGG6yqoQDUyqyAvg,2010-02-05,rghv_qgXpluzDE9qn8CNrw,4,review,nM3vfxr6fcnN_nXdzwbVCw,2,2,1
CEswyP-9SsXRNLR9fFGKKw,2012-05-19,GXj4PNAi095-q9ynPYH3kg,1,review,MjLAe48XNfYlTeFYca5gMw,0,1,2
6Ry-gjGqApTSRZkfdYlLmw,2011-05-04,LN4l4wklQB0IVBjm-vq9TA,1,review,rWN1pg3mCF2btJWtG6JmJA,0,1,0
taSsiZAGZSz2gRg7_M4XDw,2011-12-30,L_q9kLaGo33j2Ij8yUIGDw,5,review,0jJhjgr3wPin-8vYnPab6A,0,0,0
3oLy0rlzRI_xiqfQHqC4_g,2011-04-28,dY_p1YkjZxJmREb9Lfc5vw,5,review,-yg_AMAU2HNh48zcuQ13mw,0,1,0
0QTn4pMzKv1mnQifcP9YoQ,2011-08-14,mTcLzmYunqJIGKgklFWICg,4,review,UHyDQ-laihWMGa8MtIToOg,0,0,0
N5iW2JG5e-QyUh7brRNSfw,2012-01-05,-_hed9F2kUDdb4oa1CXKIA,5,review,xP3o3-r0KRUnZqBSdIGJjw,0,0,0
_HTE4pOKeJC7kcxiCF9vTA,2010-05-22,xNvNTC2iXwJiiujNK6Sphg,4,review,XqMkm-DD9VsdcKx2YVGhSA,2,3,0
NNGJQF3WeIHzGzweCpZ-VA,2011-04-23,jNewOjPp56NMDrKlajrgFQ,1,review,5je-Jg8tq5BWxJtDBmTK2Q,0,6,1
3HciJAVduCRoPDdzgh7cAA,2008-04-25,WONOXuKoiT2hkKITvTfC0g,4,review,IE_nJq65Qpso5fN4tG9zjQ,0,1,0
4meJyPOhuAKzywUJTmu2hw,2008-06-23,IC2EAv_PGx44FnTvfAs_FA,4,review,t8vH6ubd-6i9DTisZaQdgg,0,0,0
pRmHreZcF7YmNEEPukfcFg,2008-06-13,SWdrx60taMa442b1enwfCw,5,review,iwWBF3nKoRMoy1sbkLJwvg,3,7,1
s9XNBJAZ3ZcNW5u8BRZXuw,2010-09-21,UxzU0E5eM_ZgIMus-wpS8g,4,review,BUeMRVgAQvBWnnrI2xcA1Q,0,2,0
Xq9tkiHhyN_aBFswFeGLvA,2011-06-24,QqUj8brMiWkMicmlWtpPrw,4,review,GVH_iuoPc0aP3ZNYlWuKag,1,1,1
ImghNwml8N-ncAqhXe00hg,2012-09-20,gLHPqclZG51HH9EGzOFjxQ,4,review,aLTl_OkLo0BFRxdz1n6sYA,0,1,0
cBpJIOrVXotDI0XAZH_k0g,2011-08-18,ZXp8gEhfE7BHgRYIgnd3gQ,5,review,O3huqF3nBeWP9Zd6NmCAaQ,1,1,0
FkHhy6kWeoJf0xJTqzRWmg,2012-09-17,odua8qFSMEXSFYmElQTspQ,1,review,68exKLCQnnZrvXNFOcIUnA,0,0,0
c1yGkETheht_1vjda7G5sA,2011-03-28,vwHmBJ5YKbZxNFtmP2KpRQ,4,review,YBVdmm5zlpLpi2_DiKsd2A,0,0,0
5kRug3bEienrpovtPRVVwg,2012-06-29,BslISEau8Pk2voEPN7kY-g,4,review,gcyEUr4DXcbjnGRAWFtfAQ,0,1,0
d7_jkx0VPx3uHsUl18iHMQ,2009-06-16,xE2MKvzes5Twg-jfAe8s4Q,5,review,mfvezpz6ohS0NQk3DZdvqQ,11,16,8
8ZwO9VuLDWJOXmtAdc7LXQ,2010-10-31,bxPZPvBJp5HwyKVHhcUMLQ,4,review,qLCpuCWCyPb4G2vN-WZz-Q,0,0,0
LzpR_jE6VIutJ08s2cdRrw,2009-03-18,EUCqs_gfKZi1YoKVkWjSYw,1,review,HY9qpAamqLXFoa7xMwNntg,1,1,3
5GpvSL1tlAjpgdJKZ5eLpg,2012-12-30,1RSEAeAWilUywt1B3SAkSA,4,review,P-9g9-6OriX0ElKpZknUKA,0,0,0
O-Xa9GCFWI65YiBD5Jw_hA,2011-04-22,pyCM8bH0z8fp6cWg6f2hKQ,5,review,qT17WVkJi0RvQ4nNPN6NDw,2,1,0
9lDZ2d6oRpFsSWwDCCDQOw,2009-01-31,WD99RuBcxqvYRCFTf_mT3A,4,review,Y9LxzNvQxKwLhy2Zo7R_4w,0,0,0
vARjqeIkSNsazHltujiq4Q,2010-05-18,aRcp0rlSuAiuF-CDDZx9nQ,5,review,ZoBrIw-7VgCOO30GJVCoOA,0,0,0
145SQ_msdQ1yo7J0E63VoA,2011-03-15,VqNdpXrssjJrC0Z_swPUdA,1,review,ASi6ZgbbwXIwU2H24uANmQ,0,1,0
hW0Ne_HTHEAgGF1rAdmR-g,2010-07-06,6iEP6dvHIefVMMnjeDRNcQ,1,review,8tbXmjYGsYFZXk6ppuwRWQ,7,7,9
Hgbxen9iKGL4AH6kKgC8YQ,2012-12-29,CxVOhu043DTW4zPTsQnJPA,5,review,cwm_3br1CTH8IO8ZwWzFLg,0,0,0
yb17xHvhDJthJGS10uhFeQ,2009-01-21,ZbSLbPWeDfSL1HxyiSRqEg,4,review,7izaZThzAWk2UjrDTL849w,2,3,1
0QrA-Klgp1R-GzUr6uJS7Q,2010-01-23,pMm0qHdnBWd_PWGyYEOnWg,4,review,H4ewd_HH1DE0Y8RbC_7HbA,3,2,2
hfl62LX14YqNpG0g0Tj6_Q,2011-04-15,E6-DKEktgxA_fLEnfguAwA,4,review,ziCKT5n58tcVfgksImx0VQ,1,1,0
rRe2eLIQ4MQ7d6vFL26Qdg,2011-06-15,i5Ms8r5AMRa-wcU5-necFA,5,review,Gi_ZP3Pjdvc9-a8aS3SH0A,0,2,0
E8z9E0aFDYwC7KQuEU3GYA,2009-03-09,Y8GAudCnbK-05qkFzLsv0Q,4,review,0NckJhx0qXykvvhsm-p7MA,1,1,0
yGmdo1ENajB98iryHGoWFw,2011-04-12,cALYebKb5hygdKHqlQJu2Q,4,review,thlVIc8s6ZCP37UGMf3yDA,0,0,0
QGeliKMObpVZ3jP89--ZIg,2011-03-20,SawdMXLYD5ytRmMFvY4nmA,5,review,QAwWrE6LLbVHNtZOoDdRRw,0,2,0
bc-lE-wGVAsUrX-kJhtY-Q,2011-03-06,j-jMQdELr6AFkCcEHxB7ww,5,review,v10WwWFKPAK6aKjghrLj3g,0,0,0
CrBsdxqOjPdnfsDxV89GJQ,2010-02-17,SmUMyCUNrT9HEo_DXdgUuQ,4,review,bZFRqP7s0Vszxeu8_IwYow,0,1,0
m9Wqqma30o-hH2fAX7dnug,2011-03-14,oTB_mpCKcu-8wayQQuCDZw,5,review,FpCmGLWHe5Y-kDS7ZYaF5w,0,1,0
M3zLQRbSF_VcGukkzxXc4w,2010-06-15,1e_YRoF0lrA9-4tvdym_Sg,5,review,_w_hrcZ-9uObIBepDmLJwg,0,0,0
LzpR_jE6VIutJ08s2cdRrw,2011-02-19,WqLc0KSfMHGoWNtvPque5w,4,review,GVH_iuoPc0aP3ZNYlWuKag,0,0,0
WaO_hAunQrZ--vI308rHQA,2011-06-06,4jkSNOjZN-35vo1_Z2SL7w,3,review,qT17WVkJi0RvQ4nNPN6NDw,1,0,0
COc06ScpJTN15NXMf4gkqA,2012-06-17,MbLozRSxSjtMJ3YmPCms7Q,1,review,UfMHoQ4lic1aCkXFa4TxlA,0,2,1
hfl62LX14YqNpG0g0Tj6_Q,2011-06-20,xbXkOaXLbwFsCMgsH6T9Tg,5,review,kWIyajQP2mEv93yj34oemg,0,1,0
AGar9KVq_W7YcF76avbDTw,2011-03-16,LbSa1y7dGRZc4z6TXFG4AQ,3,review,P_LzcrlVXFdgBq_24UnlUw,0,0,0
V1nEpIRmEa1768oj_tuxeQ,2012-12-16,39gCBTrQVeM4GVOt_wEoLg,5,review,a_V8LRfMxGvpGtTwR2olrg,0,0,0
Y-NqaDy_1bb-Y5dQ33x-Pw,2010-07-22,15YFoHK5HPQpg1u_vwbqmA,4,review,8-2W5CmkDl9vrkxRpkiPRg,1,1,0
0RqNRc6RiILzZxK9J8Kqug,2012-03-03,2dEtB3h8yZEONOmUJIUPZQ,2,review,uQYOGKahTkpR9wEVjaAOCw,0,2,2
YEQkTCmphjr6XKPh4m93AQ,2008-06-20,L1SNUf6VQgG2rolLLvVgxw,5,review,jdoGEEy5s-5L1O_lNzEi2g,0,2,0
StiQ_lcCY8sX4JI-J6Mufg,2009-11-06,i2WTOTbT1lqu0byxcnY-GA,5,review,QKW7sYPWPSsIcWqSiDzChQ,6,6,6
1Q_H3BLhKBymF6Se8FfZNw,2009-02-19,_o_WRkKLk7NJeOO6NsOmMA,1,review,JnRT9i2d71pY8D8ngzCz9Q,0,1,0
qRBeZAFiId0ainBtpFSGuQ,2011-07-24,NqIsMdYelNlkeK32kJPsCQ,3,review,xOLR24JjRq3nE6lW-869Ug,0,0,0
PmPOuRvuN3CoNOi1nBj_TQ,2010-08-24,tiSpPFzMEWbEZf7mXJ-O6w,4,review,PFaAf7rqKfWXIPiG1qxCiw,0,0,0
F-ykHfGY9lWr12OJ_Ofy7A,2012-03-14,ty51pvsTv3KxBaeHFWFZrw,3,review,DowPyTFtqen32BuOmzuBXg,0,0,0
0BpMvu5B9fY-KEbOuxLtFQ,2011-04-05,Fzn7pH4L44WChbaMYaZmxQ,3,review,rz5kClFIidz_-sfJm4V7MA,0,0,0
XMRj865sZBPWCI7tx0uBWw,2011-03-04,LfMuF4r-UJFf-ji1pAVlBA,4,review,P4XRTKPDREmWvPIg81CzUQ,0,0,0
CvRGjwCsrQs1DYYL3z8R7g,2008-02-27,xCEvHEszA3-CmFqtHacVQg,1,review,jKeaOrPyJ-dI9SNeVqrbww,0,0,0
UI5ghIUeHYxzwSfaDVUXOA,2010-07-21,_gh5ddLVeF7xEQVUKJLiVg,4,review,w70p852jPyabsc2JEIis4w,0,1,0
YKOvlBNkF4KpUP9q7x862w,2012-02-16,_Ctic3_Iuw0ECtqH2Yw5yQ,5,review,cCwj4RJSKU4-o9ZZ1VTtmA,1,0,0
qkbloHdDZuHf_0wTqUGPjQ,2012-06-08,mmAi-uXUcfWLnH8qK2gfug,5,review,ENJpS6i-s9hWiQg9ZGwevQ,0,0,0
1DjRf3AdYpdlC1Df9KD6rA,2010-08-15,28guWjT8KRZKvMZkltdzew,4,review,4B6aJJTELjivUXrL_LTlqQ,0,1,0
nFo_63pTr-4ZhakuaRFOCA,2012-03-30,L1ur4N-XFG_kviP0M2_SCA,5,review,E8Gh1Mv8Jtb6eJQjNmIPXg,1,0,0
rZbHg4ACfN3iShdsT47WKQ,2010-07-13,hh1L68RTi1FCHNfXGHkc7A,5,review,C6IOtaaYdLIT5fWd7ZYIuA,8,9,6
CgHcO651uEE3aalrkm4boQ,2007-08-22,L8C_ZWqXelQDG_SzAp3TkA,1,review,QSYnt4piL87oEWJHJ8_pGA,0,1,0
huxYC5ZvUwJdJE3tfhnpIQ,2010-12-07,Oz9HXBHI8cqTeFgEusyUrw,5,review,nM3vfxr6fcnN_nXdzwbVCw,0,0,0
hLRoMJv9KSoBLJILh2TwOg,2011-12-10,1-9CLP4RWHJbNThB7r1ErQ,3,review,-Wa5j14Rhps3DC2SMaaatQ,0,0,0
c0iszTWZwYtO3TgBx0Z0fQ,2008-04-23,7Xmf43U-uyrL6FFtq6OSBA,2,review,rVlgz-MGYRPa8UzTYO0RGQ,1,3,1
sbsFamEj5wDxNAjUKrMcSw,2010-09-15,4h1s3CFZX8QjIRmPX1URUw,3,review,4xaC4c660LOb2qdVeSZfqg,0,0,0
aBjgE5pLhtz4RGGR-IWpGA,2012-08-13,LAXS5fIoyHBmRe-gJxUcQA,3,review,1wMGLaMIH7CcmJ2htS1rmw,1,1,0
08Z_Zzp8PyEmWWpYurIO-Q,2012-03-07,skfhecYPk8vURCcrfTWtUg,4,review,dCrd49_lbC3YAgTOZZwYmg,0,0,0
K13dEvg4uimGQ1OcE5vGZA,2010-09-19,H8Uhlrj1bEaAgK5J9SomPw,4,review,_PzSNcfrCjeBxSLXRoMmgQ,0,0,0
c0RSs2KYK5Y-ZlSrNq9LyA,2012-03-10,QESrotRf2_9329fpBgKvsw,5,review,psBJOZfXxUPHmF8mi8G0pw,1,2,1
odhXwWaYZvD_icIN6f_DbA,2012-09-19,ygVApLq3sbc_U-Y9zFWRdQ,3,review,_tBu-2i9uT6LFxh-TyEOHA,0,0,0
uxoibUaXA-lRXM37ZV8Bsg,2008-12-20,OUhKpg-1LG7bpyxHLtbJDQ,1,review,VKiWDL608wBRQtk05ts59g,0,3,1
87EXGxQk0nrM41NCfB1HTQ,2011-06-19,XGZzqC_pPOwqO5QZhHdBNw,2,review,XYVfcuxJ4x805zIWvJ17MA,0,1,0
V3lQtk1LgwAEcF9j-BzchA,2012-10-23,ExhhNpUulh2Yjog-nb6O7A,5,review,LZxnr-c-VsG0N4Ef-9iAyg,0,0,0
F1I_TEBT4Wpj0eDsoXKk3w,2012-12-10,BswsfdATKn9m2EiT-2_MZg,4,review,efZh8TKpCz5AJTcuAnBxRA,0,0,0
wl51t6lT7leiX64SlkOx6g,2010-10-30,tCps1BXBR4ZUOF-uTxUBMw,1,review,WgdgOlb-OIwKxb1p4xWwRA,0,0,0
R3UFldNkrGqOsDgD_cw6bA,2011-09-17,Qp7lu-oy_cLz71bjLgpNjA,4,review,mlBC3pN9GXlUUfQi1qBBZA,0,0,0
35uDzLpJlbSztgkJLtg1kw,2007-10-14,jUlDw4GmEsdv8mHqJ3wFfQ,4,review,b60JsTGYbVqUGYbI81aOsw,1,0,1
NKSA0em3dHSGTyo6Eu-Waw,2010-05-26,b6hHEpYexHQ6LNhDLJ8Efw,3,review,YPk47NcyWSkk-541OxyzMQ,0,0,0
zp713qNhx8d9KCJJnrw1xA,2010-02-02,qyzPbUwY_QgqdEputNWk6g,5,review,dQO0tQISZyb9L4d5ASnXyQ,16,17,9
St3jS0PnF1lulH1ggA4Jgw,2010-12-28,VyAIpPxEpMO581PoRB5G6A,5,review,UHxBIipD-7xb60CGB8rOuQ,0,1,0
hW0Ne_HTHEAgGF1rAdmR-g,2010-09-09,t5Hxl0agkS7p3vDnbl3Yyg,3,review,gYIHSsoa260H544x9guLOg,2,2,3
MLPUSpkbWAvr9gJOELKqmQ,2011-03-24,hQUn4oL-6qnjma8indhLNw,2,review,nH0YyEYTE7RMeAbeERrSQA,1,2,1
zDfaNgSYLn-TwquB5A6AaA,2012-09-14,1xrgXladKl8ukUsiyVU_kA,1,review,pRw80rCPUTcBo2Zv5De1yQ,0,0,0
NN2qs5B713vM6BDcMyrg4A,2012-06-14,LFKXrB40LfFd16xtSuy7MA,5,review,aLTl_OkLo0BFRxdz1n6sYA,0,1,0
ho4Te6bO2tGs56h9PF2vuA,2011-06-27,WaXjxD6QcMBQQGOMnlGiYQ,3,review,vhxFLqRok6r-D_aQz0s-JQ,0,1,0
sjCRI-lCh4KLO_RYQdlEeQ,2011-03-28,-qSWOLcNWhl0aLy-nadlKg,4,review,vhxFLqRok6r-D_aQz0s-JQ,0,0,0
uL_kqSm8ZqJ_3U88uwA8tw,2012-07-30,CVFQy_w2RKrMA7TtPM0EQA,5,review,W7zmm1uzlyUkEqpSG7PlBw,1,1,0
uzETXY35sIROqx6nnGuq-A,2011-01-15,OQjK5jYwSzoyUvOt1kEyPw,3,review,bkRfY8jHdFxf7k8vLX4buA,0,0,0
06kfoeRs9Acj82Yl3i9p_w,2010-07-03,g0PIxO362sPzzvoYXNU4KQ,5,review,kxfUWPT6PuwieZHonfXtLw,0,0,0
SMpL3z4FLF07bRA6-y22JQ,2009-04-05,2bPgTaY62Jc_FoTtXz35lg,5,review,7a_7iT6nDMQc76bz3-TQwg,1,1,0
ht17atGW3tP8dFeiJkXI_g,2012-12-29,E7R_HyDkf4r0zVEuWxQl7A,3,review,6OWHDbEq23f24Vki_veHBA,0,0,0
EXmWz2eaKTGNIf3FJUlVZA,2011-05-11,PE4ueS5NlXcBw4Ixb8G0hA,5,review,Mex8qXT7nR89uTKX_qtgSA,0,0,0
TdNIQQcfslKjkey4-yAlKg,2009-09-24,fQwfcdBJb1tf7JRTRE5EDg,5,review,0ouMuScWJ3GuNtWEmmsziw,0,2,0
NN9dbEZF_c4YNgfWWAEVig,2009-06-10,a0YtahC0ZWer56OPruJA-A,2,review,ETIAM78kYT_xPM8b2iqi7g,1,1,1
oyzxIqrtzu-8sWlPhJVsLw,2012-07-12,3R_6Havc78W_IWkOhK1Liw,5,review,SlCfUUr1Pa7CzzSxbMH1pw,2,3,2
qMkIbQFrROSnPaQ7at85-w,2007-03-12,uCdLSQa-bH_aYM-5DNuQJQ,5,review,dxPBchN0OnHTENctEUm7NQ,1,1,0
V4wiGd78Si52Gys9gmoZCg,2010-11-22,WB_tV05UYyBO_EC0oTIXCw,2,review,OPStKHloEOVxcBtFgkzh2A,0,0,0
HGOsJ1-GXCk5_8RmwKxomA,2009-06-14,RSwZ_b5xV9ovGXTX3mux_w,2,review,nZ9XFVETN4hxdK4qPb-T3Q,4,5,8
NCbHGtOP5yJBJsPPaE3X5g,2008-08-01,GXhCVzS14jGRpwusofxFIw,5,review,3sJ62Mkavx69FBec71agYg,4,5,5
MUsqPXthMdHoPEow9M3MfA,2007-07-28,EuC1SHR55UGShkq3iovTEQ,1,review,VBEbhE0ISjg6xowGNiGmgQ,0,3,1
